id_entidade,id_entidade_parlametria,casa,nome,sexo,partido,uf,situacao,em_exercicio,is_parlamentar,governismo,assinadas,autorias_ponderadas
74646,174646,camara,Aécio Neves,M,PSDB,MG,Titular,1,1,3.689721140886139,0,0
73888,173888,camara,Airton Dipp,M,PDT,RS,Titular,1,1,NA,0,0
74471,174471,camara,André De Paula,M,PSD,PE,Titular,1,1,4.946945601449057,0,0
73433,173433,camara,Arlindo Chinaglia,M,PT,SP,Titular,1,1,-6.05420886523663,1,0.019230769230769232
74090,174090,camara,Átila Lins,M,PP,AM,Titular,1,1,5.355085658429186,0,0
74459,174459,camara,Átila Lira,M,PP,PI,Titular,1,1,5.609995830623099,0,0
73441,173441,camara,Celso Russomanno,M,REPUBLICANOS,SP,Titular,1,1,4.751844380872141,0,0
74537,174537,camara,Claudio Cajado,M,PP,BA,Titular,1,1,6.21678153424352,0,0
74467,174467,camara,Damião Feliciano,M,PDT,PB,Titular,1,1,-0.5565145183592097,0,0
74655,174655,camara,Eduardo Barbosa,M,PSDB,MG,Titular,1,1,3.2079448909578296,0,0
74075,174075,camara,Elcione Barbalho,F,MDB,PA,Titular,1,1,5.676960946844874,0,0
73470,173470,camara,Eni Voltolini,M,PRB,SC,Titular,1,1,NA,0,0
73896,173896,camara,Fetter Junior,M,PPB,RS,Titular,1,1,NA,0,0
74199,174199,camara,Francisco Coelho,M,PFL,MA,Titular,1,1,NA,0,0
74200,174200,camara,Gastão Vieira,M,PROS,MA,Suplente,1,1,2.4881138057824987,0,0
74419,174419,camara,Gonzaga Patriota,M,PSB,PE,Titular,1,1,-1.6679594743152109,2,0.08448275862068966
73460,173460,camara,Gustavo Fruet,M,PDT,PR,Titular,1,1,0.07625703952463425,0,0
73482,173482,camara,Henrique Fontana,M,PT,RS,Titular,1,1,-4.478269851388127,1,0.019230769230769232
73772,173772,camara,Hermes Parcianello,M,MDB,PR,Titular,1,1,2.986234448431988,0,0
73531,173531,camara,Ivan Valente,M,PSOL,SP,Titular,1,1,-8.758899045135427,9,2.736111111111111
73532,173532,camara,Jair Meneguelli,M,PT,SP,Titular,1,1,NA,0,0
74848,174848,camara,Jandira Feghali,F,PCdoB,RJ,Titular,1,1,-1.574687625853926,5,3.356060606060606
74079,174079,camara,José Priante,M,MDB,PA,Titular,1,1,4.509976580656655,0,0
74554,174554,camara,José Rocha,M,PL,BA,Titular,1,1,6.346334138838198,0,0
73586,173586,camara,Júlio Delgado,M,PSB,MG,Titular,1,1,-0.6969136532060869,3,0.13711433756805808
74585,174585,camara,Lincoln Portela,M,PL,MG,Titular,1,1,3.487783963805903,0,0
74478,174478,camara,Luciano Bivar,M,PSL,PE,Titular,1,1,4.46442427692023,0,0
74784,174784,camara,Luiza Erundina,F,PSOL,SP,Titular,1,1,-2.5968772643222104,8,0.7705938697318008
74749,174749,camara,Mauro Lopes,M,MDB,MG,Titular,1,1,4.948836625751987,0,0
74352,174352,camara,Nilson Pinto,M,PSDB,PA,Titular,1,1,3.7570211190977822,0,0
73692,173692,camara,Osmar Terra,M,MDB,RS,Titular,1,1,7.181519957110925,0,0
74574,174574,camara,Paulo Magalhães,M,PSD,BA,Suplente,1,1,3.3038011657675597,0,0
74192,174192,camara,Paulo Mourão,M,PSDB,TO,Titular,1,1,NA,0,0
73486,173486,camara,Pompeo De Mattos,M,PDT,RS,Titular,1,1,-0.34156271900236845,0,0
73475,173475,camara,Renato Vianna,M,PMDB,SC,Titular,1,1,NA,0,0
73788,173788,camara,Ricardo Barros,M,PP,PR,Titular,1,1,6.1250194920390335,0,0
73487,173487,camara,Roberto Argenta,M,PHS,RS,Titular,1,1,NA,0,0
74693,174693,camara,Rodrigo Maia,M,DEM,RJ,Titular,1,1,5.284041482926824,0,0
73466,173466,camara,Rubens Bueno,M,CIDADANIA,PR,Titular,1,1,2.667468640323845,0,0
73604,173604,camara,Rui Falcão,M,PT,SP,Titular,1,1,-4.8017054445592695,2,0.04195804195804196
74356,174356,camara,Silas Câmara,M,REPUBLICANOS,AM,Titular,1,1,4.2712500775885935,0,0
74806,174806,camara,Tadeu Filippelli,M,MDB,DF,Suplente,1,1,4.827443441967008,0,0
74233,174233,camara,Vanio Dos Santos,M,PT,SC,Suplente,1,1,NA,0,0
74439,174439,camara,Wolney Queiroz,M,PDT,PE,Titular,1,1,-1.1459387203211886,0,0
945,2945,senado,Alvaro Dias,M,PODEMOS,PR,Titular,1,1,-3.0217997633062845,0,0
35,235,senado,Jader Barbalho,M,MDB,PA,Titular,1,1,-0.2725608036660976,0,0
90,290,senado,José Serra,M,PSDB,SP,Titular,1,1,1.9070474846068048,0,0
1023,21023,senado,Maria do Carmo Alves,F,DEM,SE,Titular,1,1,2.571176610090804,0,0
70,270,senado,Renan Calheiros,M,MDB,AL,Titular,1,1,-5.924730809470718,0,0
136811,1136811,camara,Afonso Hamm,M,PP,RS,Titular,1,1,4.783832657779918,0,0
74057,174057,camara,Alice Portugal,F,PCdoB,BA,Titular,1,1,-2.2782736319933132,1,0.3333333333333333
133439,1133439,camara,André Figueiredo,M,PDT,CE,Titular,1,1,-1.083594880064748,1,1
141335,1141335,camara,Beto Faro,M,PT,PA,Titular,1,1,-4.573640309264193,5,0.2003186084068437
74052,174052,camara,Bosco Costa,M,PL,SE,Titular,1,1,6.2446576510032585,0,0
74262,174262,camara,Carlos Sampaio,M,PSDB,SP,Titular,1,1,3.613177300254902,0,0
74060,174060,camara,Daniel Almeida,M,PCdoB,BA,Titular,1,1,-1.981616812568065,0,0
74383,174383,camara,Giacobo,M,PL,PR,Titular,1,1,5.460268364089929,0,0
74270,174270,camara,Gilberto Nascimento,M,PSC,SP,Titular,1,1,3.739623762949524,0,0
74273,174273,camara,Jefferson Campos,M,PSB,SP,Titular,1,1,2.538330153857256,0,0
74366,174366,camara,João Campos,M,REPUBLICANOS,GO,Titular,1,1,5.022697875251438,0,0
74317,174317,camara,Júlio Cesar,M,PSD,PI,Titular,1,1,6.0349818397398884,0,0
74156,174156,camara,Leonardo Monteiro,M,PT,MG,Titular,1,1,-3.2071324900801743,4,0.41232841232841233
74299,174299,camara,Leônidas Cristino,M,PDT,CE,Titular,1,1,-1.178930001185531,0,0
74398,174398,camara,Maria Do Rosário,F,PT,RS,Titular,1,1,-8.037082522140151,4,0.24566174566174565
74158,174158,camara,Mário Heringer,M,PDT,MG,Titular,1,1,-0.49073319721661335,2,2
74159,174159,camara,Odair Cunha,M,PT,MG,Titular,1,1,-3.317682643410218,1,0.019230769230769232
74160,174160,camara,Patrus Ananias,M,PT,MG,Titular,1,1,-4.92974346526362,11,1.6276585098846763
74400,174400,camara,Paulo Pimenta,M,PT,RS,Titular,1,1,-5.4065349040440065,2,0.35256410256410253
73943,173943,camara,Perpétua Almeida,F,PCdoB,AC,Titular,1,1,-1.5449122492133949,1,0.3333333333333333
74161,174161,camara,Reginaldo Lopes,M,PT,MG,Titular,1,1,-2.677037035331984,3,0.22038019451812554
73801,173801,camara,Renildo Calheiros,M,PCdoB,PE,Titular,1,1,-2.0998787438015416,0,0
74371,174371,camara,Rubens Otoni,M,PT,GO,Titular,1,1,-6.850484538753514,2,0.04195804195804196
74376,174376,camara,Vander Loubet,M,PT,MS,Titular,1,1,-3.6673408112706145,3,0.07899507899507899
74283,174283,camara,Vicentinho,M,PT,SP,Titular,1,1,-3.9850067027870413,3,0.07899507899507899
74043,174043,camara,Wellington Roberto,M,PL,PB,Titular,1,1,4.68079626894589,0,0
74044,174044,camara,Wilson Santiago,M,PTB,PB,Titular,1,1,4.297721119676972,0,0
345,2345,senado,Flávio Arns,M,REDE,PR,Titular,1,1,-4.225396369010732,0,0
3361,23361,senado,José Maranhão,M,MDB,PB,Titular,1,1,0.1571963588405687,0,0
825,2825,senado,Paulo Paim,M,PT,RS,Titular,1,1,-8.771983771486855,0,0
3396,23396,senado,Tasso Jereissati,M,PSDB,CE,Titular,1,1,3.831773533368972,0,0
73696,173696,camara,Angela Amin,F,PP,SC,Titular,1,1,3.4725015510220487,0,0
141391,1141391,camara,Arnaldo Jardim,M,CIDADANIA,SP,Titular,1,1,2.7108544801771917,0,0
141513,1141513,camara,Bilac Pinto,M,DEM,MG,Titular,1,1,4.489349193346481,0,0
141401,1141401,camara,Carlos Bezerra,M,MDB,MT,Titular,1,1,3.611318259800125,0,0
141398,1141398,camara,Carlos Zarattini,M,PT,SP,Titular,1,1,-4.152345091193297,1,0.019230769230769232
141405,1141405,camara,Celso Maldaner,M,MDB,SC,Titular,1,1,4.943474096593281,0,0
141439,1141439,camara,Chico D'angelo,M,PDT,RJ,Titular,1,1,-1.6132175192405036,0,0
141408,1141408,camara,Cleber Verde,M,REPUBLICANOS,MA,Titular,1,1,5.435245796698467,0,0
141411,1141411,camara,Dagoberto Nogueira,M,PDT,MS,Titular,1,1,-0.6569713784766051,0,0
141417,1141417,camara,Edio Lopes,M,PL,RR,Titular,1,1,5.700820104114133,0,0
141421,1141421,camara,Eduardo Da Fonte,M,PP,PE,Titular,1,1,4.738371540623747,0,0
141422,1141422,camara,Efraim Filho,M,DEM,PB,Titular,1,1,4.860196201490627,0,0
141427,1141427,camara,Fábio Ramalho,M,MDB,MG,Titular,1,1,4.265693416978776,0,0
141431,1141431,camara,Fernando Coelho Filho,M,DEM,PE,Titular,1,1,4.9003989189521935,0,0
141434,1141434,camara,Flaviano Melo,M,MDB,AC,Titular,1,1,4.903024583967287,0,0
152605,1152605,camara,Glauber Braga,M,PSOL,RJ,Titular,1,1,-10,7,0.7361111111111112
141450,1141450,camara,Hugo Leal,M,PSD,RJ,Titular,1,1,4.124306398362037,0,0
141458,1141458,camara,João Carlos Bacelar,M,PL,BA,Titular,1,1,6.6167702966609525,0,0
141459,1141459,camara,João Maia,M,PL,RN,Titular,1,1,6.497043221404201,0,0
141464,1141464,camara,José Airton Félix Cirilo,M,PT,CE,Titular,1,1,-4.4523381680946015,1,0.019230769230769232
141470,1141470,camara,José Guimarães,M,PT,CE,Titular,1,1,-4.682513235690796,13,8.474828412328412
151208,1151208,camara,Laercio Oliveira,M,PP,SE,Titular,1,1,6.150740719603718,0,0
139285,1139285,camara,Lídice Da Mata,F,PSB,BA,Titular,1,1,-2.2158681428107476,2,0.10263157894736842
150418,1150418,camara,Márcio Marinho,M,REPUBLICANOS,BA,Titular,1,1,4.5719705192385405,0,0
141508,1141508,camara,Mauro Nazif,M,PSB,RO,Titular,1,1,-1.1866029558478477,2,1.05
154178,1154178,camara,Milton Vieira,M,REPUBLICANOS,SP,Titular,1,1,4.880213763574213,0,0
146307,1146307,camara,Neri Geller,M,PP,MT,Titular,1,1,7.715121949359688,0,0
141516,1141516,camara,Paulo Abi-Ackel,M,PSDB,MG,Titular,1,1,4.163967252147746,0,0
141518,1141518,camara,Paulo Pereira Da Silva,M,SOLIDARIEDADE,SP,Titular,1,1,2.3254250951781863,0,0
141488,1141488,camara,Paulo Teixeira,M,PT,SP,Titular,1,1,-6.078977424139842,7,0.40146803369420003
141523,1141523,camara,Raul Henry,M,MDB,PE,Titular,1,1,4.006824879000899,0,0
152610,1152610,camara,Roberto Alves,M,REPUBLICANOS,SP,Titular,1,1,4.80475902767264,0,0
141531,1141531,camara,Rodrigo De Castro,M,PSDB,MG,Titular,1,1,3.573798893935173,0,0
73808,173808,camara,Sérgio Brito,M,PSD,BA,Titular,1,1,5.985084616880094,0,0
141553,1141553,camara,Vanderlei Macris,M,PSDB,SP,Titular,1,1,3.5379596135973106,0,0
141555,1141555,camara,Vinicius Carvalho,M,REPUBLICANOS,SP,Titular,1,1,4.379027112618077,0,0
4981,24981,senado,Acir Gurgacz,M,PDT,RO,Titular,1,1,-3.7983427490527895,0,0
4545,24545,senado,Jarbas Vasconcelos,M,MDB,PE,Titular,1,1,-0.8156693247621831,0,0
4531,24531,senado,Jayme Campos,M,DEM,MT,Titular,1,1,2.523969357234023,0,0
1249,21249,senado,Kátia Abreu,F,PP,TO,Titular,1,1,-2.2218169375158148,0,0
160508,1160508,camara,Afonso Florence,M,PT,BA,Titular,1,1,-6.62710699775109,4,0.18108783917607446
178835,1178835,camara,Afonso Motta,M,PDT,RS,Titular,1,1,-0.06966361036860746,0,0
160527,1160527,camara,Aguinaldo Ribeiro,M,PP,PB,Titular,1,1,5.935234836058106,0,0
160559,1160559,camara,Alceu Moreira,M,MDB,RS,Titular,1,1,5.619792150876622,0,0
160511,1160511,camara,Alessandro Molon,M,PSB,RJ,Titular,1,1,-2.319632427878327,10,8.102631578947369
160545,1160545,camara,Alexandre Leite,M,DEM,SP,Titular,1,1,4.577726005825815,0,0
160553,1160553,camara,Antonio Brito,M,PSD,BA,Titular,1,1,3.43673426539201,0,0
160541,1160541,camara,Arthur Lira,M,PP,AL,Titular,1,1,6.457892034422603,0,0
160600,1160600,camara,Arthur Oliveira Maia,M,DEM,BA,Titular,1,1,4.101888190962335,0,0
160665,1160665,camara,Augusto Coutinho,M,SOLIDARIEDADE,PE,Titular,1,1,4.13710522544161,0,0
160512,1160512,camara,Aureo Ribeiro,M,SOLIDARIEDADE,RJ,Titular,1,1,3.2536988366443538,0,0
73701,173701,camara,Benedita Da Silva,F,PT,RJ,Titular,1,1,-3.7379553149278166,1,0.019230769230769232
160538,1160538,camara,Bohn Gass,M,PT,RS,Titular,1,1,-6.978770363250815,2,0.04195804195804196
160589,1160589,camara,Bruna Furlan,F,PSDB,SP,Titular,1,1,2.2453319641372627,0,0
164360,1164360,camara,Carmen Zanotto,F,CIDADANIA,SC,Titular,1,1,2.375701283806549,0,0
160528,1160528,camara,Danilo Cabral,M,PSB,PE,Titular,1,1,-1.3803426725061119,3,0.13711433756805808
62881,162881,camara,Danilo Forte,M,PSDB,CE,Suplente,1,1,3.7115988511324627,0,0
160552,1160552,camara,Danrlei De Deus Hinterholz,M,PSD,RS,Titular,1,1,3.09447804133411,0,0
164359,1164359,camara,Delegado Waldir,M,PSL,GO,Titular,1,1,3.5537144786914574,0,0
160588,1160588,camara,Diego Andrade,M,PSD,MG,Titular,1,1,5.312890506062541,0,0
160599,1160599,camara,Dimas Fabiano,M,PP,MG,Titular,1,1,6.348433476335863,0,0
143632,1143632,camara,Domingos Neto,M,PSD,CE,Titular,1,1,5.125781608720356,0,0
160758,1160758,camara,Domingos Sávio,M,PSDB,MG,Titular,1,1,4.092557903807974,0,0
178830,1178830,camara,Dr. Sinval Malheiros,M,PODE,SP,Suplente,1,1,3.1436112526533186,0,0
160532,1160532,camara,Eli Corrêa Filho,M,DEM,SP,Titular,1,1,4.515577128565058,0,0
160575,1160575,camara,Erika Kokay,F,PT,DF,Titular,1,1,-4.8796638271854516,8,1.6759778376157686
160640,1160640,camara,Eros Biondini,M,PROS,MG,Titular,1,1,5.693216108657101,0,0
171623,1171623,camara,Fabio Reis,M,MDB,SE,Titular,1,1,4.093203273076327,0,0
160587,1160587,camara,Fábio Trad,M,PSD,MS,Titular,1,1,3.1894863773292386,0,0
160666,1160666,camara,Félix Mendonça Júnior,M,PDT,BA,Titular,1,1,0.11019921196345095,0,0
160598,1160598,camara,Flávia Morais,F,PDT,GO,Titular,1,1,-0.28807946292009134,0,0
